run,scenario,group,cumulative_utility,mean_utility,mean_quality_true,mean_quality_surface,fatal_errors,task_success_rate,final_trust_gini,final_collapse_index,mean_trust_var,a9_first_delay,a10_first_delay,a9_first20_rate,a9_var_convergence,a8_trust_quality_corr
24,baseline,TTB-cap,460.0,2.3,0.7890833333333329,0.755083333333333,64,0.725,0.7352688787185355,0.4411613272311213,0.07748721345921285,999,999,0.0,999,0.0
24,baseline,Blind,-24360.0,-121.8,0.33441666666666686,0.42716666666666675,216,0.3,0.5470537757437071,0.32823226544622425,0.0833333333333335,14,12,0.05,999,0.0
25,baseline,TTB-cap,2360.0,11.8,0.8047499999999996,0.74,53,0.75,0.7359247374562428,0.44155484247374566,0.0782602068497481,999,999,0.0,999,0.0
25,baseline,Blind,-23460.0,-117.3,0.33549999999999996,0.3980833333333335,204,0.315,0.5527275379229872,0.33163652275379235,0.0833333333333335,4,8,0.1,999,0.0
26,baseline,TTB-cap,-840.0,-4.2,0.7803333333333334,0.7827500000000002,67,0.7,0.7410102739726028,0.44960616438356166,0.07794889310995776,999,999,0.0,999,0.0
26,baseline,Blind,-27780.0,-138.9,0.3161666666666667,0.38758333333333345,229,0.235,0.5154109589041096,0.30924657534246575,0.0833333333333335,4,0,0.1,999,0.0
27,baseline,TTB-cap,880.0,4.4,0.7936666666666671,0.7529999999999992,62,0.73,0.7392836593785961,0.44357019562715766,0.07827757083412189,999,999,0.0,999,0.0
27,baseline,Blind,-25360.0,-126.8,0.33033333333333337,0.4157500000000003,226,0.28,0.5637945914844649,0.33827675489067893,0.0833333333333335,8,14,0.2,999,0.0
28,baseline,TTB-cap,2420.0,12.1,0.8063333333333331,0.7435,57,0.755,0.7443181818181819,0.4465909090909091,0.07826522094771883,999,999,0.0,999,0.0
28,baseline,Blind,-22680.0,-113.4,0.3571666666666667,0.4055833333333333,202,0.33,0.5085955710955712,0.3051573426573427,0.0833333333333335,2,6,0.1,999,0.0
29,baseline,TTB-cap,1180.0,5.9,0.7731666666666667,0.7475833333333335,61,0.735,0.7418735224586288,0.4451241134751773,0.07764235119711742,999,999,0.0,999,0.0
29,baseline,Blind,-23940.0,-119.7,0.3298333333333335,0.41341666666666654,207,0.305,0.5239361702127661,0.3143617021276596,0.0833333333333335,40,0,0.0,999,0.0
30,baseline,TTB-cap,1500.0,7.5,0.8163333333333332,0.8019166666666669,64,0.735,0.7459677419354838,0.44758064516129026,0.07826758183132532,999,999,0.0,999,0.0
30,baseline,Blind,-24800.0,-124.0,0.34700000000000003,0.3889166666666668,218,0.29,0.5495391705069124,0.32972350230414743,0.0833333333333335,1,11,0.1,999,0.0
31,baseline,TTB-cap,2800.0,14.0,0.8121666666666667,0.7525000000000002,55,0.76,0.744174338319908,0.4465046029919448,0.07791112026176257,999,999,0.0,999,0.0
31,baseline,Blind,-25400.0,-127.0,0.33141666666666686,0.39533333333333337,218,0.28,0.522367663981588,0.31342059838895275,0.0833333333333335,8,2,0.1,999,0.0
32,baseline,TTB-cap,1480.0,7.4,0.8120000000000003,0.7759999999999997,61,0.73,0.7389964788732395,0.4433978873239437,0.07825699708222801,999,999,0.0,999,0.0
