run,scenario,round,group,modules,utility,cumulative_utility,quality_true,quality_surface,fatal,trust_mean,trust_var,trust_gini,collapse_index,a9_selected,a10_selected
2,baseline,2,Blind,4,-200.0,-400.0,0.25,0.25,1,0.5,0.08333333333333327,0.2987012987012987,0.1792207792207792,0,0
2,baseline,3,Blind,4,-200.0,-600.0,0.25,0.5,1,0.5,0.08333333333333327,0.3131868131868132,0.1879120879120879,0,0
2,baseline,4,Blind,5,-200.0,-800.0,0.4,0.2,1,0.5,0.08333333333333327,0.3801843317972351,0.22811059907834105,0,0
2,baseline,5,Blind,4,-200.0,-1000.0,0.25,0.5,1,0.5,0.08333333333333327,0.44285714285714284,0.2657142857142857,0,0
2,baseline,6,Blind,5,-200.0,-1200.0,0.4,0.4,1,0.5,0.08333333333333327,0.4928571428571429,0.2957142857142857,0,0
2,baseline,7,Blind,4,-200.0,-1400.0,0.5,0.25,2,0.5,0.08333333333333327,0.5227272727272727,0.3136363636363636,0,0
2,baseline,8,Blind,3,60.0,-1340.0,0.0,0.6666666666666666,0,0.5,0.08333333333333327,0.5121580547112463,0.3072948328267478,0,0
2,baseline,9,Blind,4,60.0,-1280.0,0.75,0.5,0,0.5,0.08333333333333327,0.5196078431372548,0.3117647058823529,0,0
2,baseline,10,Blind,4,-200.0,-1480.0,0.0,0.25,1,0.5,0.08333333333333327,0.5077922077922079,0.3046753246753247,0,0
2,baseline,1,TTB,4,-200.0,-200.0,0.5,0.0,1,0.4985698886001854,0.08190988533305851,0.19047619047619047,0.11428571428571427,0,0
2,baseline,2,TTB,4,-200.0,-400.0,0.25,0.5,1,0.49492824595196105,0.08118849440229343,0.3181818181818181,0.19090909090909086,0,0
2,baseline,3,TTB,4,60.0,-340.0,0.25,0.25,0,0.49229799213980446,0.08011496555366303,0.39010989010989006,0.234065934065934,0,0
2,baseline,4,TTB,5,-200.0,-540.0,0.2,0.8,2,0.48827337381838215,0.07893800138525645,0.44930875576036877,0.26958525345622125,0,0
2,baseline,5,TTB,4,-200.0,-740.0,0.25,0.25,1,0.4846672881146617,0.07798411594766196,0.47142857142857153,0.2828571428571429,0,0
2,baseline,6,TTB,5,-200.0,-940.0,0.2,0.6,1,0.47927411381673446,0.07685260958468812,0.49642857142857144,0.2978571428571429,0,0
2,baseline,7,TTB,4,60.0,-880.0,0.5,0.75,0,0.47759269804563476,0.0756526808029437,0.48051948051948057,0.28831168831168835,0,0
2,baseline,8,TTB,3,60.0,-820.0,0.0,0.6666666666666666,0,0.4717675240350597,0.07482811209425932,0.4726443768996962,0.2835866261398177,0,0
2,baseline,9,TTB,4,-200.0,-1020.0,0.25,0.5,1,0.46632172169948516,0.07389278877173346,0.45798319327731085,0.2747899159663865,0,0
2,baseline,10,TTB,4,60.0,-960.0,0.25,0.5,0,0.4605729977949352,0.07276180531725787,0.43766233766233764,0.26259740259740255,0,0
2,baseline,1,MOO,4,-200.0,-200.0,0.25,0.25,1,0.4964425578486099,0.08189473832925254,0.15873015873015883,0.0952380952380953,0,0
2,baseline,2,MOO,4,-200.0,-400.0,0.25,1.0,1,0.4930755583214181,0.08063075640238794,0.2012987012987013,0.12077922077922078,0,0
2,baseline,3,MOO,4,60.0,-340.0,0.25,0.25,0,0.4887011884755316,0.07947031700735915,0.22527472527472536,0.1351648351648352,0,0
2,baseline,4,MOO,5,60.0,-280.0,0.8,0.6,0,0.49132975017291836,0.07834660310627206,0.28341013824884786,0.1700460829493087,0,0
2,baseline,5,MOO,4,-200.0,-480.0,0.75,0.75,1,0.493746837642241,0.07760417740152073,0.3326530612244898,0.19959183673469386,0,0
2,baseline,6,MOO,5,60.0,-420.0,0.8,0.8,0,0.4944288246869718,0.07672420668181966,0.37142857142857144,0.22285714285714286,0,0
2,baseline,7,MOO,4,60.0,-360.0,0.75,0.75,0,0.4941604246928827,0.07650393339655354,0.4025974025974026,0.24155844155844156,0,0
2,baseline,8,MOO,3,100.0,-260.0,1.0,0.6666666666666666,0,0.4963499069485798,0.07604651905849077,0.41185410334346506,0.24711246200607903,0,0
2,baseline,9,MOO,4,100.0,-160.0,1.0,1.0,0,0.49747388303122114,0.07584052325751463,0.43557422969187676,0.26134453781512607,0,0
2,baseline,10,MOO,4,60.0,-100.0,0.75,1.0,0,0.49746426099118596,0.07560118171404429,0.45324675324675323,0.27194805194805194,0,0
1,safety_critical,1,TRUE,5,100.0,100.0,1.0,0.6,0,0.5087752977940647,0.08165118068620658,0.1992481203007519,0.11954887218045113,0,0
1,safety_critical,2,TRUE,4,40.0,140.0,0.75,0.25,0,0.5092554745900263,0.08081708652972963,0.29503105590062106,0.17701863354037264,0,0
